,index,review_EN,sentiment,reviewer
1307,2809," After a phone call in the morning, the track and trace was also available
And the driver was neatly within the time slot on the spot has also neatly put 2 pallets of laminate in front of the door All in all I had bad expectations after all those negative reviews but in the end everything went well and done a good job

",,
1308,2810," Two separate orders from the Hornbach. Both delivered by Van Spreuwel Transport. Excellent service, delivery and drivers!

",,
1309,2811," because there were a lot of negative reviews here, I decided to share my (positive) experience. It is well known that people are more likely to post when it is negative than when it is positive (the positive is taken for granted). Well: my experience with Van Spreeuwel: I received a message from Hornbach. they would deliver on March 13 / 14th. However, the 14th would be broken into the street with us, so delivery would not be possible !! called on 8 March with van Spreuwel and reported this. 'no problem! the order has been received. when does it work? TOMORROW?' Indicated, very much like tomorrow (so today, the 9th). It was supposed to be in the morning. Well, this morning around 8 o'clock, Starling was at the door and everything was neatly unloaded !!! Perfect by appointment, nice employees, easily accessible and extremely helpful! if I could have given more stars, I certainly would have !!!

",,
1310,2812," Bus full of farmers terror cloths.

",,
1311,2813," Delivery came too late, no calls were made 15 minutes in advance as agreed, and the driver was very unfriendly. Not a pleasant company.

",,
1312,2814," I've literally been waiting for over a month for a workmate I ordered through hornbach. I hope this but company breaks down soon

",,
1313,2815," I was not allowed to return the pallet and the carrier was not very happy. Still a pity.

",,
1314,2816," Terrible transport company. Without letting them know they just don't show up .. And then they are also not available. If possible, it is better to drive to the hardware store yourself or rent a van.

",,
1315,2817," Aso driver, poor customer service who does not know how to deal with complaints and does not want to confirm them by email, refer them to another party and then hang up.

",,
1316,2818," At the first delivery specially taken off, sitting waiting and after 2 hours of the 3 hours in which they can come I was called that due to bad luck the truck did not come. Special, because he should have actually already been at the door, so near my house would have had bad luck (of course, but it's special). A few days later a new block time was started without consultation, I was taken off again but this time no one came! No message, no information, nothing! It is incomprehensible that companies allow such transporters to drive for them, this company no longer meets what you can expect today.

",,
1317,2819," Too bad I have to give at least 1 star because even that is not worthy of this company. Van sparuwel expects that people will not work in 2016 and will be at home all day. Driver arrives 2 hours earlier than the specified time period. Then made a delivery appointment and took another afternoon off. Yes, at the end of the day not seen from the mud, so just call. I hear that my package has been sent back to the supplier! When asked why she didn't tell me that when I made the delivery appointment, I got the response, system error ma'am. This weekend I'm going to drive 260km to the supplier to pick up my package myself, which is less serious than having to do with mud.

",,
1318,2820," They had to come and get a few tiles in the same place as they had deposited 2 full pallets. According to this driver it was not possible and was gone. For this we had to keep 12 hours off our day. Also not called in advance as agreed. Called for this complaint but they did not care much there, got no solution ..

",,
1319,2821," 👎🏻 Saying that they deliver up to 6 hours, they do not because they do not deliver at all, not at the agreed time not even on the agreed day. If you want to call it is not because they close at 5 o'clock. Nice job Hornbach fine party to join in the sea. Order nothing more at Hornbach online. Too bad you can not give this company a negative star 👎🏻

",,
1320,2822," Totally awesome!!! very fast delivery, friendly delivery person who was very helpful. helped carry heavy package upstairs, which he doesn't have to do at all. Mo, thank you very much. Super delivery service !!!

",,
1321,2823," This company is not even worthy of 1 star. Vinyl was delivered damaged the first time. 2nd time they called to say they will be there in 40 minutes. At 12.25 while the delivery would take place between 14.27 and 17.27. I explain that I hadn't counted on it and that I wouldn't be there until 2:27 pm. Answer: ""well ma'am that is a pity but we will be there in 40 minutes"". But that is not planned...""yes we are not from the planning department"". Why do you have a plan at all?!?! And if you have a plan, maybe an idea to follow it??? Worthless!!!

",,
1322,2824," Very Bad Company! Ordered 5 doors from hornbach 3 months ago, received 1 today (well, down for the deer) never order anything from a company with this supplier again.

",,
1323,2825," Do not place an order with the Hornbach if Spreuwel transport takes care of the delivery.

Unprecedented, delivery would take place today (Friday) between 07:00 - 17:00. No delivery yet at 4:30 PM. Called that tent, answered with difficulty (apparently it's already the weekend for them).

You will then stay in and around the house for a whole day. Lick my cardigan service.

What seems! The confirmation of delivery on September 15 was not true at all, even though the email really came from info@vanspreuweltransport. Well, then we will no longer deliver and certainly not during the weekend to solve the problem ...... Nahh .... for 1500 euros bathroom stuff while they start with the bathroom on Monday, then pray that they deliver on Monday.

Once and never again, I will also report this to the Hornbach because from now on I will go to the Praxis or the Gammel.

",,
1324,2826," Plaster and profiles Hornbach: Since the construction site in the heart of the city was chosen to have it delivered. (tight mess, drama in terms of parking etc etc) Telephone contact was fine and clear. Called in advance on the day of delivery that the load arrived at the previously agreed time. Absolutely great. But ... then they still send a gigantic truck to bring it over ... Drama for the driver, can understand that he was not happy about that. But was extremely skilled with his driving and got it done. Was also critical of what he delivered and also took pictures of the damage. Two plasterboards damaged, but that is easy to cut away. To the planners: pay attention to where the driver has to go, this was just great. Could have easily been done with a little smaller.

",,
1325,2827," SPRINKLES ... POOR SERVICE, NOT FLEXIBLE..ORDER MUST CANCEL

Big order at hornbach ... at least they try to think along with that, but not at van Spreuwel.
- NO option in days ... delivery only on Tuesday
- NO flexibility to think along with the customer .... I have to pay 100euro delivery costs. Which is still quite high. Can be difficult to freeze, but well organized, goes from spreading difficult again to delivery to the shed, while I have a driveway where large heavy vehicles can go, such as agricultural machines ....
- items would be delivered within 2/3 working days, could only deliver after 1 week ... hornbach had arranged it well ... from Spreuwel not
- the start of my new project is delayed by Spreuwel because I don't have the things now.
- unfriendly employees at Spreuwel who do not think along with the customer.

Eventually after many calls back and forth the order of 2500 euros but canceled, because this is really no service in 2018.

Now I have ordered the construction materials from Bouwmaat ... they can deliver all working days, above a certain amount NO delivery costs and when filling in you can choose the time period they will bring it. THAT'S ONLY SERVICE .....
On balance, I am now 200 euros cheaper than with the hornbach for the building materials. I ordered the electricity, etc. via another website .... also free delivery above a certain amount and within 2 working days ....
I no longer place orders with companies that work with vanSpreuwel transport ..... They could learn something from this .....

Hornbach has lost a good customer who bought thousands of euros last year and would still do the next three if they weren't working with van Spreuwel .....

",,
1326,2828," Nice on time very friendly driver and the services is top.
What I regret is that many people put bad reviews on the internet. But the traffic on the road is getting busier and patience can unfortunately not be ordered😢 !!!!

",,
1327,2829," It was too difficult to push me to the driver. Not to mention the telephone waiting time

",,
1328,2830," What a bad company, even 1 star is too much. Last night I was in touch about a package that would be delivered today. We have indicated that we are home until 9:00. They said the delivery would be delivered before 9am this morning. Well, you guessed it .... but called at 8.55 and told what had happened last night. Unfortunately, the driver could not be present within 5 minutes. The lady contacted the driver again and it was agreed that it would be delivered after 12 noon. We are called around 10.30 that it can no longer be delivered today because the driver is no longer in Alphen !! Very unfriendly staff, promise things that didn't happen in the end.

",,
1329,2831," Super friendly and neat driver. With the busy traffic in the Netherlands it is almost impossible to deliver within certain hours, but your driver did it! He didn't even want a cup of coffee, because he wanted to get to the next customer in time!

",,
1330,2832," Rude driver who leaves me with a heavy door downstairs in the hall of the flat. See how you get it up! Can't finish a boe or bah, the only thing that came out was ""signature"" and he was gone ..
Well I have a crunchy back but I finally managed to get the door on the 7th floor but what a bad service ..

",,
1331,2833," The webshop I ordered automatically opted for transport with van Spreuwel. When reading these reviews the must fell into my shoes. Fortunately, Van Spreuwel did exactly what was agreed with me. I received a mail for a delivery date. This neatly filled out. The night before it was delivered, I received a neat e-mail with the time frame in which they would arrive (08:02 - 11:02) and around 09:00 they were neatly at the door. The driver who helped me was friendly and I am obviously not the worst person to lend a hand. I can only describe excellent. Exactly as agreed and the goods were neatly transported.

",,
1332,2834," Despite the deal, nobody came. The courier arrived the next day, without using the doorbell he threw the advice, although I was at home. Agreed next appointment, but the courier arrived on a different day. Contact with the office is difficult. No respect for the customer's time and lack of professionalism.

",,
1333,2835," Min 1 star. Very very very bad experiences with this company. They also hire other transport companies themselves, after which everything runs smoothly.

The web store offers a delivery between a certain time frame, but it will be rotten care for Spreuwel. They do nothing with that.

Not once, but several times. Hence my complaint.

",,
1334,2836," Neatly called 15 min before time and delivered on time. Friendly driver

",,
1335,2837," I can only agree with the various negative reviews. We had an order that would be delivered by van Spreuwel. No one showed up at the agreed time. No phone call, no SMS, no mail - just nobody and no information of any kind. We also couldn't call anyone, because it was after office hours. In the end, the delivery was delivered a day later, but without any form of consultation. You would stay home for that.

",,
1336,2838," Never have it delivered by this company. After they have made a delivery appointment, they do not hesitate. If you call about this, the ladies will laugh at you too. Definitely not a professional company, you better get your stuff with a trailer.

",,
1337,2839," Never had a flawless delivery of the 10 orders. Always late/damaged or wrong address. Unfortunately

",,
1338,2840," Van Spreuwel brought me transport a few times. From contact with customer service to driver; here only rude people work.

",,
1339,2841," What a pussy driver say (am also a driver myself so know how it goes)
Tis friday sir does not want to go 5 meters further in the fire corridor because he does nothing extra or you are a dick
I was not at home myself, but someone else, but this company does not have to deliver anything to me here in sliedrecht
And then also have to be home all day and have a schedule that they come in the evening also the planning of this company gets a 1 from me

",,
1340,2842," Why is the customer promised, if the customer calls the carrier two days before the delivery, that they can check the time of delivery the day before the delivery (which is already much too late!) and there is nothing on the website , as promised.
You can call the carrier on the morning of the delivery!
I can't think of a reason why a company should make their schedule so late. We are living in 2016!!!!!!

",,
1341,2843," Very satisfied, very good service and the drivers are all very helpful, really a big 10. We see you again on Wednesday spanking greetings.

",,
1342,2844," After excellent telephone communication, our order was neatly delivered to us in the back garden by a very friendly and helpful driver

",,
1343,2845," Van Spreeuwel is absent for 2 weeks. Not possible to make an appointment despite multiple attempts. Last time they showed up very early Monday morning without informing them in advance. While I have repeatedly contacted. Have no problems with the drivers but the communication within this company is not even worth 1 star. I was forced to bring my PC away after 2 weeks.

",,
1344,2846," Contrary to most of the reviews below, my experience with this transport company is very good. The driver made a decent call and did his utmost to get the things delivered to me. We are in a new construction location and there are no paved roads yet. which may theoretically lead to transport companies turning right again. But not this time. driver walked along to look at the possibilities and jointly found a way to get close to home and the things neatly delivered.
Absolutely great. !

",,
1345,2847," Very friendly driver and excellent customer service. Just called to discuss the delivery, whereupon the customer service suggested to consult with the driver (call 15 minutes before arrival). Driver has lifted our roof box the last part over our forest road and delivered it neatly to the house!

",,
1346,2848," Super bad thing! Orders of both praxis and hornbach are supplied by this bad company. Do not contact you for delivery and if you then call, you will also get a terrible cheeky mouth and they will 'flicker' your things in your garden when you are not there.

",,
1347,2849," Already have something delivered twice via van Spreuwel, first time a huge early time block (between 7.00 and 10.00) but luckily nicely on time and called in advance.
The second time a very heavy table (85 kg), which had to be 4 high (with lift). Friendly delivery staff, 10 minutes in advance called that they were almost there. The table only just fit in the elevator, and together with my friend they brought the table all the way into the living room. Top!

",,
1348,2850," Nice company, they come within the specified time slot and the driver was very friendly friendly helpful.

",,
1349,2851," Last Thursday, floor order at the quantum would be 06-06-2017 delivered just before delivery, we received an email that they did not deliver it, we called why not we have it in stock tomorrow, then we will deliver it 07-06 -2017 we received another email that it will not be called again and again the same story out of stock customer service from quantum have immediately made a report and they would call the company how it can be waiting for a call now

",,
1350,2852," This company is unreachable, connection keeps disconnecting after 10 min of queue, delivery days late without notification.

",,
1351,2853," This is not normal. When delivering, just put the stuff in the garden and left.

This is really, really bad. See all other reviews ..

",,
1352,2854," Waited all afternoon for something to come in tomorrow, fine then they report it (not so).
Had all my doubts when I saw the review of this company and they were rightly so.
Bad thing.

",,
1353,2855," Thank you for your commitment to deliver the pallet on time. Because of this, exactly on time to load into our house with a crane. Class

",,
1354,2856," dramatic transportation company.
Ordered June 5 June 7 delivered by Hornbach.
Two emails that 14 June was delivered.
Nothing seen.
Called company oh it is still in the warehouse may 18 June delivery.
Why Hornbach - I paid 100 euros for transport costs.
Update

Ordered twice because of no choice Hornbach
This time everything went a lot better with the track and trace

",,
1355,2857," It became very late when it would be delivered. When that was finally known, the cargo arrived 2 hours late without notification. If I were Hornbach I would find another carrier. This is outdated. Obviously unfair commercial practice.

",,
1356,2858," Never received a package from Hornbach and could not be contacted in any way.

",,
1357,2859," After reading all those dramatic reviews, I had little faith in a good delivery. But I was very helpful when I passed on a changed phone number and the delivery person was also flexible when my wife just had to pick up the kids from school on delivery. Everything is neatly put in the garage. In short, as you would expect ..

",,
1358,2860," Top delivery and very customer-friendly driver.
A big 10 for this company.

",,
1359,2861," Spreuwel has provided very impersonal and brutal delivery. After discussion with my wife they eventually left all their stuff on the street (a few thousand euros) and left. Later it turned out that a part had not even been delivered, this has been in the warehouse for weeks.
Sanitary shop personally brought in the stuff from the street. Service Sanitary shop super! service Spreuwel falls seriously short. I hope that Sanitairwinkel will switch to another carrier. This company does not fit in well with their vision of quality.

",,
1360,2862," Nice driver, nice customer service, everything top! Recommended, nothing wrong with that! Had concrete mortar from Hornbach.

",,
1361,2863," ""We agree 100% on what we agree on."" A quote from their website. Strange, since after waiting more than 3 hours my agreed shipment was not delivered without any message whatsoever.
For Van Spreuwel, the simple task of transporting a package from A to B within the same city is too difficult.

Sentenced by Kwantum to the services of this incapable gang. Horribly bad experience.

",,
1362,2864," Very poor services to the customer: deliveries are only made on weekdays, during the day between 8:00 AM and 6:00 PM and no time can be agreed. Order from iBood that would be delivered by van Spreuwel, but no cooperation at all from van Spreuwel. There can only be called half an hour in advance and then I would just have to come home from work ....
I work full-time, so delivery during the day without a time choice in advance becomes very difficult.
So think carefully about this before choosing Van Spreuwel Transport and Logistics as your supplier.
Van Spreuwel in any case does not cooperate and is not friendly to the customer.

",,
1363,2865," This company is not even worthy of 1 star.
Comes without an appointment. Driver cannot read map and / or has no navigation.
Driver is 20 meters away and drive on. I don't get the report at home ....
5 days later no delivery. What a hopeless club of incompetent, uninterested employees.
Elsemiek from custumerservice has also given up, according to me. This lady is also not doing anything to solve the problem.
It is really incomprehensible that a party like hornbach does business with this transporter. ????????
Will be the last time that I order something via the hornbach webshop ..
Should provide convenience but takes 100x more time.

",,
1364,2866," Just received my garden tiles. Very friendly and helpful driver!

",,
1365,2867," Contrary to what I read here. The time was nicely arranged with me and the driver called in advance to indicate that he was coming.
The driver also found it no problem to drive a little extra with the forklift truck (due to dead end street).
In summary, I am very satisfied with the course of my delivery (order Hornbach).

",,
1366,2868," Top driver! Called in advance that it was coming !!! 2 minutes later he arrived! Super guy!

",,
1367,2869," Very friendly driver who was super helpful and neatly within the time slot. Worth a compliment.

",,
1368,2870," Twice the order was not delivered.

",,
1369,2871," What a bad transport company. Doors ordered from Praxis Will there be such an inbreeding driver from that transport company. Throw a pallet in front of the door and it is gone. What a drama company

",,
1370,2872," Very friendly driver and very helpful very top!

",,
1371,2873," Today I delivered an order to me in Kinrooi. Despite slight panic about the order, the driver remained patiently attentive and helpful. Big praise for him! Business card for the company!

",,
1372,2874," Respect for the driver of spat Rob van Zanten he is passionate about his work
In the evening hours a complete bathroom was delivered and that during carnival
And the Hornbach has only forgotten to give the shower cabin to him 😕

",,
1373,2875," Had a great experience with a good thinking driver!

",,
1374,2876," Friendly driver, he put my cupboard package neatly in my shed, because I can't lift, he was also on time! Top

",,
1375,2877," T&T codes are not applicable on the website. Very difficult to reach by phone.

",,
1376,2878," Praxis ordered a vanity unit.
Just don't get it at home because you can't get the spell out to agree on a delivery date.
This way I don't dare to order anything from Praxis anymore.

",,
1377,2879," The product (treadmill) was delivered to the front door of the apartment building (5 layers, 8 apartments).
They refused at all to (help) carry the packet inside and put it on the elevator. The driver (a tough lady) had never heard of friendly behavior. I had never experienced such an undecided behavior before, and the story of this woman ""we howv to deliver to the first door, of course, made no sense.
I will NEVER have anything delivered via van Spreuwel Transport.

",,
1378,2880," Clyde has just neatly delivered our delivery from Maxaro. Just good 👍

",,
1379,2881," A star is still too much. No appointment to make. In addition, still waiting for the subsequent delivery of broken material. Renting and driving yourself is a lot better.

",,
1380,2882," Too bad about the antisocial truck drivers who make the roads unsafe. These drivers must be retested if they are to be repressive.
Do not allow anything to be transported by this company, because apart from the fact that they employ antisocial pleuris drivers, they do not know that they are on time.

",,
1381,2883," What a bad company. If you get a schedule (for the 2nd time) they call off again that they are not coming .... What a bad planning and service.

",,
1382,2884," 2 pallets of floors have been delivered at the door. It was agreed with Kwantum in advance that it would be set in motion. Appointment was not fulfilled. Delivery driver did not want to cooperate.

EDIT: adjusted to 3 stars. Deliverers have been approached and v Spreeuwel Transport has refunded the delivery costs as compensation.

",,
1383,2885," Rude driver. Unhelpful. Lack of communication skills. Hopefully never anything will be delivered to me by this company.

",,
1384,2886," Today in the morning I received a shipment of the quantum around 8 o'clock, the 2 boys who delivered the 2 box springs, the headboard and a 2 person mattress took it to the second floor and then also up the stairs again to the bedroom without being asked.
I had read a lot of bad reviews in advance but I can't say otherwise that the service from the 2 guys was really top.
They were in car number 429 on 06-03-2018 around 8 o'clock in Maarssen and they provided siper service I can't say anything else.
Delivery drivers should be more frequent.

",,
1385,2887," Just received a delivery, delivery guy was besides friendly, very helpful and professional. Nothing to complain about!

",,
1386,2888," what a bad and unprofessional company. Do not have the administration in order yourself and still bother the customer with it. Service is hard to find with this company.

",,
1387,2889," Delivery neatly on time. And have nothing but compliments to the driver for thinking about placement.

",,
1388,2890," My purchase at Sanitairwinkel (Belgium) came with Van Spreuwel Transport: bath, shower tray, faucet.
After reading bad reviews on the internet I already held my heart, but everything was delivered correctly. At 6am I received an email with an estimate of the hour of delivery (9am - 12pm). Everything was delivered correctly within that period and on time. My purchase was driven on a large pallet in the entrance hall. All items were intact.

",,
1389,2891," Helpful, thinking along, service-oriented and friendly drivers!

",,
1390,2892," A good company to work. Great colleagues, both on the floor and in the office.

",,
1391,2893," Today one of their drivers drove backwards against the outrigger beam of my crane 52 tons heavy. He must have noticed that, because the tap was slightly shifted. The driver really went crazy .... Anti-social.

",,
1392,2894," Didn't receive anything from their plumbing store had solved it well themselves

",,
1393,2895," Incomprehensible that Hornbach does business such an incredibly bad company, bad for their image! 1 star is too much ...

",,
1394,2896," Delivered our package yesterday 20-11-2019, on time, neat delivery person, friendly and helpful!!!!
nicely done.!!!

",,
1395,2897," A very nice transport partner to work with!

",,
1396,2898," Delivery on time. They say they have been at the door, but they are not.

",,
1397,2899," worthless. no track and trace that is up to date, goods are delivered damaged.

",,
1398,2900," They better find new drivers with manners or quit.

",,
1399,2901," Top promotion! Everything went according to agreements, driver M. pleasant and correct. Van Spreuwel and Maxaro thanks !!

",,
1400,2902," A package completely delivered in the north of the country. Thank you very much for this top delivery!

",,
1401,2903," In addition to very unprofessional customer service, they also have a miserable delivery person who also laughs at you.

",,
1402,2904," Friendly young man, who neatly helped my wife lift as I was absent myself. Top!

",,
1403,2905," All right, I have good experiences with track & trace.

",,
1404,2906," Today they supplied a washing machine. And when she lifted it up, a scent of air hung. The boys themselves realized this too, but just check it out, no! Then the entire staircase, first and second floor under the poop tracks. They couldn't do anything about it, called the company and got the same statement. What a BAD SERVICE !!

",,
1405,2907," The drivers scolded each other.

",,
1406,2908," Good

",,
1407,2909," Watch out if you see driving! Stopping in front of a pedestrian crossing is not an option

",,
1408,2910," Neat company. Comes when they say they are coming.

",,
1409,2911," I don't understand those negative reactions. had top serves and everything quickly and on time

",,
1410,2912," Employees of this company do not speak Dutch (or English) in Flanders.

",,
1411,2913," Clear communication, smooth delivery and a very friendly and helpful driver.

",,
1412,2914," True-to-no company, no communication and no product at the agreed time.

",,
1413,2915," Friendly people here.

",,
1414,2916," Lack of packages in the delivery batch...

",,
1415,2917," If you are an anti-social driver then you are in the right place at this company.

",,
1416,2918," Very flexible and thought along in a combined delivery, which saved me a lot of time in the renovation.

",,
1417,2919," Very unpleasant delivery man.

",,
1418,2920," Nice delivery man, just too early

",,
1419,2921," Unintelligible and rude delivery person. Fortunately on time, otherwise 1 star

",,
1420,2922," Friendly driver, nicely called 15 minutes before he arrived, perfect !!!!!!!

",,
1421,2923," Fast delivery, friendly service and good contact with the seller .👍

",,
1422,2924," the worst experience ever

",,
1423,2925," /amended. Now to see if they actually fix it. Edit: yes

",,
1424,2926," The order is neatly delivered on the agreed day and time!

",,
1425,2927," good experience, nothing to criticize👍

",,
1426,2928," First service

",,
1427,2929," Fast unloading

",,
1428,2930," Bad delivery people

",,
1429,2931," Nice customer

",,
1430,2932," Bad service

",,
1431,2933," Neatly on time. Polite young man.

",,
1432,2934," 0 stars. Rude, unprofessional.

",,
1433,2935," order is delivered on time

",,
1434,2936," Friendly driver

",,
1435,2937," Don't keep appointments.

",,
1436,2938," Good delivery, friendly man

",,
1437,2939," Neatly delivered

",,
1438,2940," Nothing is going well here!

",,
1439,2941," Ks

",,
1440,2942," Crappy ball tent !!!

",,
1441,2943," Neat and on time.

",,
1442,2945," Good

",,
1443,2946," Terrible Company and Service !!!!

",,
1444,2947," Work

",,
1445,2948," Bad company !!!

",,
1446,2949," cunt

",,
1447,2950," Good business

",,
1448,2951," Terrible

",,
1449,3026," Fast delivery, friendly staff

",,
1450,3035," Very bad at keeping and making appointments. Ordered something at the Hornbach. Then agreed with Van Spreuwel Transport what is not possible in terms of delivery and then just do what you feel like in terms of delivery time. Even after calling them very clearly 3x about the delivery time. I won't order from the Hornbach again as long as this company drives for them.
And you also pay €124,- shipping costs for that.

",,
1451,3049," Large warehouse of the Sting on cat bends with a beautiful pond in front

",,
1452,3050,"For me, one of worst company for loading goods.
For first when I came and go to office, tell me loading after 17h, beocuse waiting one pallet from somewhere. Ok, Im waiting more than 7h for loading, and when start with loading load only 2 pallets and stop, go to loading company trailer, and then come back to me to loading rest.
Papers waiting as same.
To bad for driver.",,
1453,3051,"The Best place on Word. Good people, Fast unloading, fast loading. Respect for the client.",,
1454,3052,Great place.,,
1455,3053,Ok,,
1456,3054,Simply the best 👏👏👏,,
1457,3055,Ok.,,
1458,3056,Ok,,
1459,3057," Nice team. Downloaded quickly. Near the office there is a rest room for the staff, there is a shower, toilet, kitchen. You cannot spend the night on the territory, but you can stay near the company itself, they are open until 18.00

",,
1460,3058," We have to wait a long time. One person at the unloading. Until it does its job you will not be suitable for unloading

",,
1461,3059," Company and logistics reloading. fast loading. Close to parking lots so that all Ok.

",,
1462,3060," Planning is customer-oriented and thinks along with you to make the customer satisfied! I'm happy with it!

",,
1463,3061," At Schavemaker Transport BV in Breda two Polish drivers with iron bars were beaten this morning by security guards hired by the management.

The Polish part of SchavemakerTransport, Schavemaker Poland, has been on strike since Friday for a better wage. They receive 700 euros per month, regardless of the number of overtime hours. Other drivers from Schavemaker Poland are on strike in Spain, France, Poland and the Netherlands.
 
Nine Polish drivers in Breda had been locked up on the Schavemaker site since Friday in the cabin of their truck, so that it could not be driven away by others. The management of Schavemaker has hired a Ukrainian security company to put an end to the strike. These â € œprotectorsâ € broke into a side window of one of the lorries and forced the Polish driver out of his cab. A second driver was also abused, after which the remaining strikers intimidatedly left their car.

Reinier Stroo
 
FNV Bondgenoten director: â € œItâ € ™ s crazy for words. Firstly, you resolve a dispute through consultation. And if that doesn't work, you call the police. You're not going to hire a security company to solve your problems? Secondly, I think the strike is justified, the wage is much too low. A good development that the Polish employees realize that they do not have to work for a hunger wage.â €   

One of the two Polish drivers was transported by ambulance. The second is treated on the spot for, presumably, a broken nose. The four security guards were arrested by the police and the director, Henk Schavemaker, was taken to the office for questioning. Trade union official Stroo also issued a statement to the police of what he found.

",,
1464,3062," Ok parking in the area

",,
1465,3063," I did some courses for them. Zbiorówki. If you like to travel around France or the Netherlands. Good communication with administrators. But I prefer tank chemistry.

",,
1466,3064," Schavemaker database. If you work for them, you can use a protected parking lot, full social facilities (toilets, showers, laundry room with drying room, kitchen, canteen, wifi). An atmosphere of kindness between drivers of different nations. Nice.

",,
1467,3065," Peoples 10, do not let you wait. I'll take you immediately in the welcome. JOS hat.

",,
1468,3066," Super is a shower toilet parking

",,
1469,3067," WELL DONE!

",,
1470,3068," Nice service, good company

",,
1471,3069," You only need to apply here if you are a Moelander

",,
1472,3070," It's nice to relax. If you are pulling a Schavemaker trailer

",,
1473,3071,👍👍,,
1474,3072," Good staff, professional work.

",,
1475,3074," Nice company

",,
1476,3075," Nice company

",,
1477,3076," Super

",,
1478,3124,Nice company ! :),,
1479,3125," Good logistics, unloading and loading too without problems!
And plus before the holidays they gave a small present which is also pleasing!
WELL DONE !!!!

",,
1480,3126," Good firm. In the office, they explained culturally and showed me where to go. The guys on the cars unloaded well. The guy from Poland helped a lot. Thanks to him.

",,
1481,3127," Usually so empty

",,
1482,3128," Ok, with a little wait.

",,
1483,3129," Fast, professional loading!

",,
1484,3130," Impect 30 minutes on site to charge ...

",,
1485,3131," Nice and kind people 👌👌👌

",,
1486,3132,Super ok,,
1487,3142," Truck loading 30 minutes, manually, staff ok, must back up to the gate

",,
1488,3143," Good and fast personal guidance!

",,
1489,3144," nice company

",,
1490,3157,Ok,,
1491,3158,Hate this place,,
1492,3159," The company is a failure. I have a suggestion. If employees are hurt that they have to come to work, let them quit and have peace. Pedals from stock. Unloading is your responsibility, not the driver's.

",,
1493,3160," A fucking company, including a carter who's dumb and handicapped.

",,
1494,3161," Nice address to unload and load

",,
1495,3162," Unloading quickly and efficiently

",,
1496,3163," Helped well
Helped quickly

",,
1497,3164," I go there with a smile on my lips every time ... 😉

",,
1498,3165," Few cars were unloaded quickly

",,
1499,3166," Normal service, quick unloading

",,
1500,3167," Fast unloading

",,
1501,3168," Always good

",,
1502,3169," Storage of various chemicals

",,
1503,3193,"I used their services early this month for moving houses within Amsterdam and couldn't recommend it more - they were punctual, careful with my belongings, kind and very willing to help. I'm very happy with their service, thank you!",,
1504,3194,"Ivars is Great! Very professional and efficient. I moved a huge load of large pieces of furniture. He was able to fit everything into one load, even though I thought we would need to make two trips. He was very careful to protect all my items and did not scratch or dent any walls or furniture in the moving process. He is very strong and perfect for moves of all sizes. He speaks great English and used the time very wisely. He did not waste any time during the move and when you work by the hour that is very important. I would recommend him for moves large or small he can handle all!",,
1505,3195,"Excellent service. He was on time, efficient and moved everything safely. Also very friendly, highly recommended.",,
1506,3196,"Very professional and efficient. He arrived on time, packed everything safely and was very friendly too. Would definitely recommend!",,
1507,3197,Excellent service.,,
1508,3199,"Good cooperation,  thanks and may we cooperate more often.",,
1509,3200,"Kind service,  payment in time, good company!",,
1510,3201,Topservice!,,
1511,3202,Topservice,,
1512,3203," DIRTY COMPANY

",,
1513,3217," Top company good and fast service

",,
1514,3225,"Wouldn’t believe that on this days, literally you can meet such a great team, massive respect for Marc!",,
1515,3226," Unfortunately a bad experience. They were not aware of import regulations, which resulted in a demurrage of 3000.- It doesn't seem to bother them and the fault? It's with someone else! I got very angry or disappointed actually. They may also do things right, but unfortunately not for me. At my wits' end, another company sorted it out for me within hours. Allowing something like this to continue for three weeks with a demurrage of 3000,- as a result I would not call good service. Unfortunately.

",,
1516,3227," Absolutely do not keep appointments. very very unprofessional.
Very much regret ever doing business with this company.

",,
1517,3228," Perfect transport for everything that has to be transported and at competitive prices.

",,
1518,3229," number 10 place

",,
1519,3230,😄😄😄,,
1520,3231," Drink
👍🏻👍🏻👍🏻👍🏻

",,
1521,3240," Downloaded right away, no problem.

",,
1522,3241," Everything is ok, very quickly unloaded goods...recommendation

",,
1523,3242," The good ones just downloaded

",,
1524,3243," Friendly people and problem solving attitude think along with the customers

",,
1525,3244," Fast loaded toppers

",,
1526,3245," Very correct! I came at the last minute but they accepted the unloading.

",,
1527,3246," Glad we can use your Docks to train drivers.

",,
1528,3247," Park. No Problem.

",,
1529,3248," Good address for unloading

",,
1530,3249," Good company to update.

",,
1531,3250," Won a prize

",,
1532,3251," Great address

",,
1533,3252," To deliver my pallets

",,
1534,3253," It is my workshop

",,
1535,3254," Good

",,
1536,3255," Old employer

",,
1537,3256," Good business

",,
1538,3257," Professional👍👍👍👍👍

",,
1539,3290,Excellent and professional!,,
1540,3291,"Everything was as we agreed, our recommendation!",,
1541,3292,Nice place to work in,,
1542,3293," Fast and good service!

",,
1543,3298," Terrible, I have an appointment for 9:00, they told me 17:00

",,
1544,3299,😉,,
1545,3302," This week I had my transport arranged by HLS Logistics B.V. for the first time. Very friendly staff and a super service.. Everything arranged the same day.. Definitely recommended!!!

",,
1546,3303," Perfect service, professional drivers. Nice fleet. Exudes confidence and professionalism. They keep an appointment. Absolutely great!

",,
